=== BANK_CODE ===
Rows: 485, Columns: 4

         Ref link                                                              รหัสมาตรฐาน                                                                                                                                                                                                                                    2025-10-10 00:00:00 Unnamed: 3
              452                                   บริษัท เงินทุน แอ็ดวานซ์ จำกัด (มหาชน)                                                                                                                                                                                                                                                    NaN   25171220
              608                                       บริษัท เครดิตฟองซิเอร์ เอสเบ จำกัด                                                                                                                                                                                                                    SBEY CREDIT FONCIER COMPANY LIMITED   25210824
              610                                      บริษัท เครดิตฟองซิเอร์ เวิลด์ จำกัด                                                                                                                                                                                                                   WORLD CREDIT FONCIER COMPANY LIMITED   25160921
              613                             บริษัท เครดิตฟองซิเอร์ แคปปิตอล ลิ้งค์ จำกัด                                                                                                                                                                                                                    CAPITAL LINK CREDIT FONCIER LIMITED   25160711
              635                                                เดอะ ชิกะ แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                                 THE SHIGA BANK LIMITED   25550209
              636                                            เดอะ โฮคุริคุ แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                              THE HOKURIKU BANK LIMITED   25550320
              637                                        เดอะ แบ๊งค์ ออฟ ฟุกุโอกะ ลิมิเต็ด                                                                                                                                                                                                                              THE BANK OF FUKUOKA, LTD.   25550327
              638                                        เดอะ แบ๊งค์ ออฟ โยโกฮามา ลิมิเต็ด                                                                                                                                                                                                                          THE BANK OF YOKOHAMA, LIMITED   25550424
              639                           ธนาคารเพื่อความร่วมมือระหว่างประเทศแห่งญี่ปุ่น                                                                                                                                                                                                               JAPAN BANK FOR INTERNATIONAL COOPERATION   25550401
              640                                          เดอะ โชโค ชูคิน แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                            THE SHOKO CHUKIN BANK, LTD.   25550913
              641               เดอะ เซี่ยงไฮ้ คอมเมอร์เชียล แอนด์ เซฟวิ่ง แบงค์, แอลทีดี.                                                                                                                                                                                                        THE SHANGHAI COMMERCIAL & SAVINGS BANK, LIMITED   25550928
              642                                                   ชินกิน เซ็นทรัล แบ๊งค์                                                                                                                                                                                                                                   SHINKIN CENTRAL BANK   25551001
              643                                            เดอะ ฮยาคุโกะ แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                              THE HYAKUGO BANK, LIMITED   25551119
              645                                         เดอะ แบ๊งค์ ออฟ เกียวโต ลิมิเต็ด                                                                                                                                                                                                                                THE BANK OF KYOTO, LTD.   25560924
              647                                        เดอะ ซัน-อิน โกโด แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                             THE SAN-IN GODO BANK, LTD.   25561010
              648                                            นอร์ธ แปซิฟิค แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                               NORTH PACIFIC BANK, LTD.   25570109
              649                                           ฮามามัตสึ อิวาตะ ชินกิน แบ๊งค์                                                                                                                                                                                                                           HAMAMATSU IWATA SHINKIN BANK   25570121
              650                                               โคเรีย ดีเวลลอปเมนท์ แบงก์                                                                                                                                                                                                                                 KOREA DEVELOPMENT BANK   25570515
              651                                    สเตท สตรีท แบงก์ แอนด์ ทรัสต์ คัมปะนี                                                                                                                                                                                                                    STATE STREET BANK AND TRUST COMPANY   25570602
              652                                                เดอะ เฮคิไค ชินกิน แบ๊งค์                                                                                                                                                                                                                               THE HEKIKAI SHINKIN BANK   25570702
              653                                            เดอะ โฮคุโตะ แบ๊งค์, ลิมิเต็ด                                                                                                                                                                                                                               THE HOKUTO BANK, LIMITED   25570731
              654                                               เดอะ ชิบะ แบ๊งค์, ลิมิเต็ด                                                                                                                                                                                                                                   THE CHIBA BANK, LTD.   25570909
              655                                            เดอะ ฟุคุอิ เเบ๊งค์, ลิมิเต็ด                                                                                                                                                                                                                                THE FUKUI BANK, LIMITED   25571125
              656                                             เดอะ จูโรกุ แบ๊งค์, ลิมิเต็ด                                                                                                                                                                                                                                  THE JUROKU BANK, LTD.   25580320
              657                                             เดอะ ชูโกคุ แบ๊งค์, ลิมิเต็ด                                                                                                                                                                                                                                 THE CHUGOKU BANK, LTD.   25580609
              658                                                  เดอะ กิฟุ ชินกิน แบ๊งค์                                                                                                                                                                                                                                  THE GIFU SHINKIN BANK   25581211
              659               ดิ เอ็กซ์พอร์ท-อิมพอร์ท แบงค์ ออฟ เดอะ รีพับบลิค ออฟ ไชน่า                                                                                                                                                                                                        THE EXPORT-IMPORT BANK OF THE REPUBLIC OF CHINA   25581221
              660                                                เดอะ กุนมะ แบงค์ ลิมิเต็ด                                                                                                                                                                                                                                   THE GUNMA BANK, LTD.   25590805
              662                                                    ธนาคารร่วมพัฒนา จำกัด                                                                                                                                                                                                                         JOINT DEVELOPMENT BANK LIMITED   25600503
              663                                              เดอะ ชิมิซุ แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                                 THE SHIMIZU BANK, LTD.   25600703
              664                                                        แบงค์ ออฟ ไต้หวัน                                                                                                                                                                                                                                         BANK OF TAIWAN   25610111
              665                                              ดิ อาชิคากะ แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                                THE ASHIKAGA BANK, LTD.   25601220
              667                                      หัวหนาน คอมเมอร์เชียล แบงค์ แอลทีดี                                                                                                                                                                                                                           HUA NAN COMMERCIAL BANK LTD.   25640311
              668                                        ซีเอ็มบี เหว่ง หลง แบงค์ ลิมิเต็ด                                                                                                                                                                                                                             CMB WING LUNG BANK LIMITED   25640414
              669                          ไท่ชิน อินเตอร์เนชั่นแนล แบงค์ คอมพานี ลิมิเต็ด                                                                                                                                                                                                                   TAISHIN INTERNATIONAL BANK CO., LTD.   25640628
              670                                      อี.ซัน คอมเมอร์เชียล แบงค์, แอลทีดี                                                                                                                                                                                                                            E.SUN COMMERCIAL BANK, LTD.   25650705
              671                       ออสเตรเลีย แอนด์ นิวซีแลนด์ แบงกิ้ง กรุ๊ป ลิมิเต็ด                                                                                                                                                                                                        AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED   25660116
              672                                                  คิราโบชิ แบงก์ ลิมิเต็ด                                                                                                                                                                                                                                   KIRABOSHI BANK, LTD.   25660712
              701                      บริษัท บริหารสินทรัพย์ กรุงเทพพาณิชย์ จำกัด (มหาชน)                                                                                                                                                                                                                                                    NaN   25450201
              703                                        บริษัท บริหารสินทรัพย์เพทาย จำกัด                                                                                                                                                                                                                     PHETHAI ASSET MANAGEMENT CO., LTD.   25421013
              705                                         บริษัท บริหารสินทรัพย์ ทวี จำกัด                                                                                                                                                                                                                                                    NaN   25421202
              706                                บริษัท บริหารสินทรัพย์ เอ็น เอฟ เอส จำกัด                                                                                                                                                                                                                         NFS ASSET MANAGEMENT CO., LTD.   25430322
              708                                     บริษัท บริหารสินทรัพย์สุขุมวิท จำกัด                                                                                                                                                                                                                   SUKHUMVIT ASSET MANAGEMENT CO., LTD.   25430531
              710                                      บริษัท บริหารสินทรัพย์ แม๊กซ์ จำกัด                                                                                                                                                                                                                                                    NON   25430825
              714                                บริษัท บริหารสินทรัพย์กรุงศรีอยุธยา จำกัด                                                                                                                                                                                                               AYUDHYA ASSET MANAGEMENT COMPANY LIMITED   25431109
              717                                        บริษัท บริหารสินทรัพย์ สาทร จำกัด                                                                                                                                                                                                               SATHORN ASSET MANAGEMENT COMPANY LIMITED   25480901
              718                                   บริษัท บริหารสินทรัพย์ โกลบอลวัน จำกัด                                                                                                                                                                                                             GLOBALONE ASSET MANAGEMENT COMPANY LIMITED   25490712
              721                             บริษัท บริหารสินทรัพย์ แคปปิตอล เอเซีย จำกัด                                                                                                                                                                                                                                                    NaN   25480629
              722                                      บริษัท บริหารสินทรัพย์ มหานคร จำกัด                                                                                                                                                                                                                                                    NaN   25500823
              723                                บริษัท บริหารสินทรัพย์อัลฟาแคปปิตอล จำกัด                                                                                                                                                                                                         ALPHA CAPITAL ASSET MANAGEMENT COMPANY LIMITED   25510320
              724                  บริษัท บริหารสินทรัพย์ อินเตอร์ แคปปิตอล อลิอันซ์ จำกัด                                                                                                                                                                                                      INTER CAPITAL ALLIANCE ASSET MANAGEMENT CO., LTD.   25510215
              725                 บริษัท บริหารสินทรัพย์ ไทยบังคับและติดตามสินทรัพย์ จำกัด                                                                                                                                                                                      THAI ASSET ENFORCEMENT AND RCCOVCRY ASSET COMPANY LIMITED LIMITED   25511101
              727                                    บริษัท บริหารสินทรัพย์ รัชโยธิน จำกัด                                                                                                                                                                                                                RUTCHAYOTHIN ASSETS MANAGEMENT CO.,LTD.   25511001
              728                                      บริษัท บริหารสินทรัพย์รีจินอล จำกัด                                                                                                                                                                                                              REGIONAL ASSET MANAGEMENT COMPANY LIMITED   25590201
              729                              บริษัท บริหารสินทรัพย์ ลินน์ ฟิลลิปส์ จำกัด                                                                                                                                                                                                         LYNN PHILLIPS ASSET MANAGEMENT COMPANY LIMITED   25530928
              731                                      บริษัท บริหารสินทรัพย์ ที เอส จำกัด                                                                                                                                                                                                                    TS ASSET MANAGEMENT COMPANY LIMITED   25540518
              732                  บริษัท บริหารสินทรัพย์ ไอคอน แคปปิตอล (ประเทศไทย) จำกัด                                                                                                                                                                                                               AIQON CAPITAL (THAILAND) COMPANY LIMITED   25540901
              734                                บริษัท บริหารสินทรัพย์ ซีเอฟ เอเชีย จำกัด                                                                                                                                                                                                                      CF ASIA ASSET MANAGEMENT CO.,LTD.   25560409
              735                                       บริษัท บริหารสินทรัพย์ธนภัทร จำกัด                                                                                                                                                                                                             THANAPATR ASSET MANAGEMENT COMPANY LIMITED   25570401
              736                                  บริษัท บริหารสินทรัพย์ รักษณาสยาม จำกัด                                                                                                                                                                                                                           RAKSANA SIAM COMPANY LIMITED   25560522
              738                                          บริษัท บริหารสินทรัพย์ เจ จำกัด                                                                                                                                                                                                                     J ASSET MANAGEMENT COMPANY LIMITED   25560618
              739                                       บริษัท บริหารสินทรัพย์เอเซีย จำกัด                                                                                                                                                                                                                        ASSET MANAGEMENT ASIA CO., LTD.   25560809
              740                                  บริษัท บริหารสินทรัพย์ บี.เอ. 765 จำกัด                                                                                                                                                                                                                               B.A. 765 COMPANY LIMITED   25561022
              741                   บริษัท บริหารสินทรัพย์ ไนท คลับ แคปปิตอล จำกัด (มหาชน)                                                                                                                                                                                            KNIGHT CLUB CAPITAL ASSET MANAGEMENT PUBLIC COMPANY LIMITED   25561126
              742                                     บริษัท บริหารสินทรัพย์ไทย (เอ) จำกัด                                                                                                                                                                                                              THAI (A) ASSET MANAGEMENT COMPANY LIMITED   25561001
              744                                         บริษัท บริหารสินทรัพย์ ชโย จำกัด                                                                                                                                                                                                                       CHAYO ASSET MANAGEMENT CO., LTD.   25570321
              745                              บริษัท บริหารสินทรัพย์ เอส ดับบลิว พี จำกัด                                                                                                                                                                                                                 S W P ASSET MANAGEMENT COMPANY LIMITED   25570901
              747                                    บริษัท บริหารสินทรัพย์ พัฒนานคร จำกัด                                                                                                                                                                                                       PHATTANANAKHORN ASSET MANAGEMENT COMPANY LIMITED   25570919
              748                                     บริษัท บริหารสินทรัพย์ วิภาวดี จำกัด                                                                                                                                                                                                             VIBHAVADI ASSET MANAGEMENT COMPANY LIMITED   25570926
              749                                      บริษัท บริหารสินทรัพย์ เออีซี จำกัด                                                                                                                                                                                                                   AEC ASSET MANAGEMENT COMPANY LIMITED   25571218
              750                            บริษัท บริหารสินทรัพย์ บียอนด์ แคปปิตอล จำกัด                                                                                                                                                                                                              BEYOND CAPITAL ASSET MANAGEMENT CO., LTD.   25580302
              751                          บริษัท บริหารสินทรัพย์ อาร์โก (ประเทศไทย) จำกัด                                                                                                                                                                                                             ARGO ASSET MANAGEMENT (THAILAND) CO., LTD.   25580224
              752                                        บริษัท บริหารสินทรัพย์ไทคูณ จำกัด                                                                                                                                                                                                                TYCOON ASSET MANAGEMENT COMPANY LIMITED   25580525
              755                                       บริษัท บริหารสินทรัพย์ ไมด้า จำกัด                                                                                                                                                                                                                  MIDA ASSET MANAGEMENT COMPANY LIMITED   25581214
              756                                  บริษัท บริหารสินทรัพย์ ไทยสมบูรณ์ จำกัด                                                                                                                                                                                                           THAISOMBOON ASSET MANAGEMENT COMPANY LIMITED   25590401
              757                                 บริษัท บริหารสินทรัพย์ กรุงเทพจรัญ จำกัด                                                                                                                                                                                                        BANGKOK CHARAN ASSET MANAGEMENT COMPANY LIMITED   25591010
              758                      บริษัท บริหารสินทรัพย์ เอ็กซ์สปริง เอ เอ็ม ซี จำกัด                                                                                                                                                                                                           XSPRING AMC ASSET MANAGEMENT COMPANY LIMITED   25590422
              759                                   บริษัท บริหารสินทรัพย์ ฮาร์โมนิช จำกัด                                                                                                                                                                                                            HARMONISCH ASSET MANAGEMENT COMPANY LIMITED   25590523
              760                                 บริษัท บริหารสินทรัพย์ คอลเลคเชียส จำกัด                                                                                                                                                                                                            COLLECTIUS ASSET MANAGEMENT COMPANY LIMITED   25600524
              761                                        บริษัท บริหารสินทรัพย์ธนทวี จำกัด                                                                                                                                                                                                            THANATAWEE ASSET MANAGEMENT COMPANY LIMITED   25591025
              762                                      บริษัท บริหารสินทรัพย์ ทีซีซี จำกัด                                                                                                                                                                                                                    TCC ASSET MANAGEMENTCOMPANY LIMITED   25600725
              763                   บริษัท บริหารสินทรัพย์ ธนาคารอิสลามแห่งประเทศไทย จำกัด                                                                                                                                                                                                          ISLAMIC BANK ASSET MANAGEMENT COMPANY LIMITED   25600629
              764                                     บริษัท บริหารสินทรัพย์ ไวร์เลส จำกัด                                                                                                                                                                                                              WIRELESS ASSET MANAGEMENT COMPANY LIMITED   25600905
              765                                   บริษัท บริหารสินทรัพย์ ทวีทรัพย์ จำกัด                                                                                                                                                                                                              TAWEESUP ASSET MANAGEMENT COMPANY LIMITED   25601115
              766                                บริษัท บริหารสินทรัพย์ เอ็กซ์คลูซีฟ จำกัด                                                                                                                                                                                                             EXCLUSIVE ASSET MANAGEMENT COMPANY LIMITED   25610502
              767                                    บริษัท บริหารสินทรัพย์ ไนน์พลัส จำกัด                                                                                                                                                                                                             NINE PLUS ASSET MANAGEMENT COMPANY LIMITED   25610123
              768                      บริษัท บริหารสินทรัพย์ เจ.อี.ดี.ไอ. (กรุงเทพ) จำกัด                                                                                                                                                                                                    J.E.D.I. (BANGKOK) ASSET MANAGEMENT COMPANY LIMITED   25610221
              770                                      บริษัท บริหารสินทรัพย์ ที.ที. จำกัด                                                                                                                                                                                                                  MANAGEMENT ASSET T.T. COMPANY LIMITED   25610615
              771                                     บริษัท บริหารสินทรัพย์ไพร์มโซน จำกัด                                                                                                                                                                                                                  PRIME ZONE ASSET MANAGEMENT CO., LTD.   25610724
              772                                   บริษัท บริหารสินทรัพย์ ไมคอร์เกน จำกัด                                                                                                                                                                                                            MYCOREGAIN ASSET MANAGEMENT COMPANY LIMITED   25611115
              773                                      บริษัท บริหารสินทรัพย์ รัชคาร จำกัด                                                                                                                                                                                                             RACHAKARN ASSET MANAGEMENT COMPANY LIMITED   25611214
              774                                     บริษัท บริหารสินทรัพย์พหลโยธิน จำกัด                                                                                                                                                                                                          PHAHONYOTHIN ASSET MANAGEMENT COMPANY LIMITED   25611226
              775                    บริษัท บริหารสินทรัพย์ ซีซีพีเอ็น พร็อพเพอร์ตี้ จำกัด                                                                                                                                                                                                         CCPN PROPERTY ASSET MANAGEMENT COMPANY LIMITED   25620301
              777                                      บริษัท บริหารสินทรัพย์ เพิร์ล จำกัด                                                                                                                                                                                                                 PEARL ASSET MANAGEMENT COMPANY LIMITED   25620305
              778                                  บริษัท บริหารสินทรัพย์ สุวรรณภูมิ จำกัด                                                                                                                                                                                                          SUVARNABHUMI ASSET MANAGEMENT COMPANY LIMITED   25620329
              779                                      บริษัท บริหารสินทรัพย์ พี.บี. จำกัด                                                                                                                                                                                                                                  P.B. ASSET MANAGEMENT   25630212
              780                                    บริษัท บริหารสินทรัพย์ ออกซิเจน จำกัด                                                                                                                                                                                                                      OXYGEN ASSET MANAGEMENT CO., LTD.   25630617
              781                                บริษัท บริหารสินทรัพย์ไทยแคปิตอลริช จำกัด                                                                                                                                                                                                           THAI CAPITAL RICH ASSET MANAGEMENT CO., LTD.   25630617
              783                                     บริษัท บริหารสินทรัพย์ชโย เจวี จำกัด                                                                                                                                                                                                                    CHAYO JV ASSET MANAGEMENT CO., LTD.   25640409
              784                                   บริษัท บริหารสินทรัพย์ โฟร์ ซีส์ จำกัด                                                                                                                                                                                                                   FOUR SEAS ASSET MANAGEMENT CO., LTD.   25640409
              785                                     บริษัท บริหารสินทรัพย์ปทุมธานี จำกัด                                                                                                                                                                                                                 PATHUMTHANI ASSET MANAGEMENT CO., LTD.   25640824
              786                                บริษัท บริหารสินทรัพย์แคปปิตอลชัวร์ จำกัด                                                                                                                                                                                                                CAPITAL SURE ASSET MANAGEMENT CO., LTD.   25641014
              787                                 บริษัท บริหารสินทรัพย์ สยามวรินทร์ จำกัด                                                                                                                                                                                                                   SIAMVARIN ASSET MANAGEMENT CO., LTD.   25641201
              788                                     บริษัท บริหารสินทรัพย์สยามวรรณ จำกัด                                                                                                                                                                                                                     SIAMONE ASSET MANAGEMENT CO., LTD.   25650202
              789                                      บริษัท บริหารสินทรัพย์ ตงฮั้ว จำกัด                                                                                                                                                                                                                    TONG HUA ASSET MANAGEMENT CO., LTD.   25650211
              790                           บริษัท บริหารสินทรัพย์ ไซมิส แอนด์ เวลธ์ จำกัด                                                                                                                                                                                                          SIAMESE AND WEALTH ASSET MANAGEMENT CO., LTD.   25650616
              791                                        บริษัท บริหารสินทรัพย์ เจเค จำกัด                                                                                                                                                                                                                    JK ASSET MANAGEMENT COMPANY LIMITED   25650617
              792                                     บริษัท บริหารสินทรัพย์สุรินทร์ จำกัด                                                                                                                                                                                                                        SURIN ASSETMANAGEMENT CO., LTD.   25650708
              793                                     บริษัท บริหารสินทรัพย์พาวเวอร์ จำกัด                                                                                                                                                                                                                       POWER ASSET MANAGEMENT CO., LTD.   25650805
