=== BANK_CODE ===
Rows: 485, Columns: 4

         Ref link                                                              รหัสมาตรฐาน                                                                                                                                                                                                                                    2025-10-10 00:00:00 Unnamed: 3
              883                                                   คาเธ่ย์ ยูไนเต็ด แบงค์                                                                                                                                                                                                                                     CATHAY UNITED BANK   25410504
              885                                       บริษัท THE BANK OF NEW YORK MELLON                                                                                                                                                                                                                            THE BANK OF NEW YORK MELLON   25470730
              886 ดีอีจี-ด้อยท์เช่ อินเวสติซิโอนส์-อุนด์ เอ็นวิกคลุงส์เกเซลชัฟท์ เอ็มบีเอช                                                                                                                                                                                         DEG - DEUTSCHE INVESTITIONS - UND ENTWICKLUNGSGESELLSCHAFT MBH   25471001
              893                                      เดอะ ฮาชิจูนิ แบ๊งค์ ลิมิเต็ด จำกัด                                                                                                                                                                                                                               THE HACHIJUNI BANK, LTD.   25501001
              896                                             เจแปน ไฟแนนซ์ คอร์ปอร์เรชั่น                                                                                                                                                                                                                              JAPAN FINANCE CORPORATION   25511001
              897                                           เดอะ ฮิโรชิม่า แบ๊งค์ ลิมิเต็ด                                                                                                                                                                                                                             THE HIROSHIMA BANK LIMITED   25520424
              901                                         บริษัท บัตรกรุงไทย จำกัด (มหาชน)                                                                                                                                                                                                                  KRUNGTHAI CARD PUBLIC COMPANY LIMITED   25460317
              905                                   บริษัท อเมริกัน เอ็กซ์เพรส (ไทย) จำกัด                                                                                                                                                                                                                      AMERICAN EXPRESS (THAI) CO., LTD.   25460317
              906                                           บริษัท บัตรกรุงศรีอยุธยา จำกัด                                                                                                                                                                                                                         KRUNGSRIAYUDHYA CARD CO., LTD.   25460317
              907                        บริษัท อิออน ธนสินทรัพย์ (ไทยแลนด์) จำกัด (มหาชน)                                                                                                                                                                                                    AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED   25460317
              908                                  บริษัท เจเนอรัล คาร์ด เซอร์วิสเซส จำกัด                                                                                                                                                                                                                             GENERAL CARD SERVICES LTD.   25460317
              909                                  บริษัท โลตัสส์ มันนี่ เซอร์วิสเซส จำกัด                                                                                                                                                                                                                         LOTUS'S MONEY SERVICES LIMITED   25460317
              910                                 บริษัท อยุธยา แคปปิตอล เซอร์วิสเซส จำกัด                                                                                                                                                                                                                      AYUDHYA CAPITAL SERVICES CO.,LTD.   25460317
              911                                           บริษัท อีซี่ บาย จำกัด (มหาชน)                                                                                                                                                                                                                        EASY BUY PUBLIC COMPANY LIMITED   25440629
              912                                               บริษัท แคปปิตอล โอเค จำกัด                                                                                                                                                                                                                                    CAPITAL OK CO.,LTD.   25470702
              913                                              บริษัท ไทยสมาร์ทคาร์ด จำกัด                                                                                                                                                                                                                        THAI SMART CARD COMPANY LIMITED   25481208
              915                                           บริษัท แอดวานซ์ เอ็มเปย์ จำกัด                                                                                                                                                                                                                          ADVANCED MPAY COMPANY LIMITED   25611009
              917                                         บริษัท แอดวานซ์ เมจิคการ์ด จำกัด                                                                                                                                                                                                                    ADVANCED MAGIC CARD COMPANY LIMITED   25611009
              919                                                  บริษัท ทรู มันนี่ จำกัด                                                                                                                                                                                                                                   TRUE MONEY CO., LTD.   25480909
              920                                          บริษัท พรอมิส (ประเทศไทย) จำกัด                                                                                                                                                                                                                     PROMISE (THAILAND) COMPANY LIMITED   25480926
              922                                 บริษัท ยูโอบี แคปปิตอล เซอร์วิสเซส จำกัด                                                                                                                                                                                                                   UOB CAPITAL SERVICES COMPANY LIMITED   25480916
              923                                   บริษัท เอสจีเอฟ แคปปิตอล จำกัด (มหาชน)                                                                                                                                                                                                                     SGF CAPITAL PUBLIC COMPANY LIMITED   25481021
              926                               บริษัท เอเซียเสริมกิจลีสซิ่ง จำกัด (มหาชน)                                                                                                                                                                                                            ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED   25481021
              930                                         บริษัท เครดีโว่ (ไทยแลนด์) จำกัด                                                                                                                                                                                                                           KREDIVO (THAILAND) CO., LTD.   25481021
              931                           บริษัท อยุธยา แคปปิตอล ออโต้ ลีส จำกัด (มหาชน)                                                                                                                                                                                                      AYUDHYA CAPITAL AUTO LEASE PUBLIC COMPANY LIMITED   25481021
              932                                   บริษัท ศักดิ์สยามลิสซิ่ง จำกัด (มหาชน)                                                                                                                                                                                                                 SAKSIAM LEASING PUBLIC COMPANY LIMITED   25481021
              935                                                     บริษัท สินมิตร จำกัด                                                                                                                                                                                                                                 CINMIT COMPANY LIMITED   25481021
              942                                   บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน)                                                                                                                                                                                                               MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED   25491220
              944                                        บริษัท กรุงไทยธุรกิจลีสซิ่ง จำกัด                                                                                                                                                                                                                                  KTB LEASING CO., LTD.   25500214
              945                                          บริษัท เงินติดล้อ จำกัด (มหาชน)                                                                                                                                                                                                                   NGERN TID LOR PUBLIC COMPANY LIMITED   25541001
              949                                   บริษัท บางกอก สมาร์ทการ์ด ซิสเทม จำกัด                                                                                                                                                                                                               BANGKOK SMARTCARD SYSTEM COMPANY LIMITED   25610914
              950                                     บริษัท ไอพี เพย์เมนท์ โซลูชั่น จำกัด                                                                                                                                                                                                                    IP PAYMENT SOLUTION COMPANY LIMITED   25551218
              951                                        บริษัท ทูซีทูพี (ประเทศไทย) จำกัด                                                                                                                                                                                                                        2C2P (THAILAND) COMPANY LIMITED   25611009
              952                                                 บริษัท เงินสดทันใจ จำกัด                                                                                                                                                                                                                             FAST MONEY COMPANY LIMITED   25541104
              955                                                      บริษัท ทีทูพี จำกัด                                                                                                                                                                                                                                           T2P CO.,LTD.   25611009
              957                                                     บริษัท เพย์เพด จำกัด                                                                                                                                                                                                                                PAYPAID COMPANY LIMITED   25560410
              958                             บริษัท บิ๊กซี ซูเปอร์เซ็นเตอร์ จำกัด (มหาชน)                                                                                                                                                                                                               BIG C SUPERCENTER PUBLIC COMPANY LIMITED   25560328
              959                                             บริษัท รีโซลูชั่น เวย์ จำกัด                                                                                                                                                                                                                                RESOLUTION WAY CO.,LTD.   25560214
              960                                       บริษัท ไลน์ เพย์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                    LINE PAY (THAILAND) COMPANY LIMITED   25551226
              962                                                บริษัท 123 เซอร์วิส จำกัด                                                                                                                                                                                                                            123 SERVICE COMPANY LIMITED   25611009
              963                                           บริษัท แอลเอ็นดับเบิ้ลยู จำกัด                                                                                                                                                                                                                                    LNW COMPANY LIMITED   25560321
              965                               บริษัท อินเทอร์เน็ตประเทศไทย จำกัด (มหาชน)                                                                                                                                                                                                               INTERNET THAILAND PUBLIC COMPANY LIMITED   25520513
              966                          บริษัท โอเรียลทัล ซิตี้ กรุ๊ป (ประเทศไทย) จำกัด                                                                                                                                                                                                         ORIENTAL CITY GROUP (THAILAND) COMPANY LIMITED   25520513
              967                                                 บริษัท ไปรษณีย์ไทย จำกัด                                                                                                                                                                                                                          THAILAND POST COMPANY LIMITED   25520513
              968                                          บริษัท สรรพสินค้าเซ็นทรัล จำกัด                                                                                                                                                                                                                          CENTRAL DEPARTMENT STORE LTD.   25520513
              969                                    บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด                                                                                                                                                                                                                          NATIONAL ITMX COMPANY LIMITED   25520513
              970                                          บริษัท เคาน์เตอร์เซอร์วิส จำกัด                                                                                                                                                                                                                              COUNTER SERVICE CO., LTD.   25520513
              980                                               บริษัท ศูนย์ประมวลผล จำกัด                                                                                                                                                                                                                            PROCESSING CENTER CO., LTD.   25520513
              983                                     บริษัท เอเชีย เพย์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                            ASIA PAY(THAILAND) CO.,LTD.   25520513
              985                                   บริษัท สำนักหักบัญชี (ประเทศไทย) จำกัด                                                                                                                                                                                                                THAILAND CLEARING HOUSE COMPANY LIMITED   25530205
              992               บริษัท เอ็นทีที เดต้า ดิจิทัล เพย์เม้นส์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                   NTT DATA DIGITAL PAYMENTS (THAILAND)   25590114
              993                                               บริษัท เพย์ โซลูชั่น จำกัด                                                                                                                                                                                                                           PAY SOLUTION COMPANY LIMITED   25580101
              994                                                      บริษัท ไฮเวย์ จำกัด                                                                                                                                                                                                                                 HI-WAY COMPANY LIMITED   25580506
              996                                             บริษัท อี-โพส เซอร์วิส จำกัด                                                                                                                                                                                                                          E-POS SERVICE COMPANY LIMITED   25571112
              997                                                 บริษัท มี แคปปิตอล จำกัด                                                                                                                                                                                                                                  MEE CAPITAL CO., LTD.   25630825
              998                                     บริษัท ซัมมิท แคปปิตอล ลีสซิ่ง จำกัด                                                                                                                                                                                                                       SUMMIT CAPITAL LEASING CO., LTD.   25590516
    0105526053562                                                 บริษัท มี แคปปิตอล จำกัด                                                                                                                                                                                                                                  MEE CAPITAL CO., LTD.   25630825
    0105528009471                                        บริษัท ตรีเพชรอีซูซุลิสซิ่ง จำกัด                                                                                                                                                                                                                TRI PETCH ISUZU LEASING COMPANY LIMITED   25660401
    0105530038998                                      บริษัท ไทย วี.พี.คอร์ปอเรชั่น จำกัด                                                                                                                                                                                                                  THAI V.P. CORPORATION COMPANY LIMITED   25650701
    0105537066342                                                   บริษัท เวิลด์ลีส จำกัด                                                                                                                                                                                                                                   WORLDLEASE CO., LTD.   25640519
    0105538063029                                        บริษัท ซีไอเอ็มบี ไทย ออโต้ จำกัด                                                                                                                                                                                                                         CIMB THAI AUTO COMPANY LIMITED   25670826
    0105545022545                                                  บริษัท ฟินเนเรียม จำกัด                                                                                                                                                                                                                                    FINNEREUM CO., LTD.   25450225
    0105545068651                                       บริษัท มาสเตอร์ คาร์เร้นเทิล จำกัด                                                                                                                                                                                                                      MASTER CAR RENTAL COMPANY LIMITED   25641018
    0105545086250                                      บริษัท ทิพพรัฐ บิสสิเนส กรุ๊ป จำกัด                                                                                                                                                                                                                    THIPPARATH BUSINESS GROUP CO., LTD.   25660801
    0105547166951                                             บริษัท ลีสซิ่งกสิกรไทย จำกัด                                                                                                                                                                                                                       KASIKORN LEASING COMPANY LIMITED   25620830
    0105549046929                                                  บริษัท โพลี่คิวบ์ จำกัด                                                                                                                                                                                                                               POLYCUBE COMPANY LIMITED   25650915
    0105555093704                                      บริษัท เอสจี แคปปิตอล จำกัด (มหาชน)                                                                                                                                                                                                                      SG CAPITAL PUBLIC COMPANY LIMITED   25621218
    0105556158354                                             บริษัท ทเวลฟ์ วิคทอรี่ จำกัด                                                                                                                                                                                                                         TWELVE VICTORY COMPANY LIMITED   25640519
    0105557065155                                           บริษัท เจริญสิน แคปปิตอล จำกัด                                                                                                                                                                                                                           CHAROENSIN CAPITAL CO., LTD.   25650601
    0105557172202                    บริษัท ซุปเปอร์ริช เคอเรนซี่ เอ็กซ์เชนจ์ (1965) จำกัด                                                                                                                                                                                                           SUPERRICH CURRENCY EXCHANGE (1965) CO., LTD.   25660130
    0105558017189                บริษัท คาเธ่ย์ อินเตอร์เนชั่นแนล ช๊อปปิ้ง เซ็นเตอร์ จำกัด                                                                                                                                                                                                   CATHAY INTERNATIONAL SHOPPING CENTER COMPANY LIMITED   25640816
    0105558020821                                              บริษัท ลัคกี้ ลีสซิ่ง จำกัด                                                                                                                                                                                                                          LUCKY LEASING COMPANY LIMITED   25631101
    0105558082100                                                บริษัท แท็กซี่ โอเค จำกัด                                                                                                                                                                                                                                TAXI OK COMPANY LIMITED   25630817
    0105558136684                                        บริษัท เร็ด ดอท (ประเทศไทย) จำกัด                                                                                                                                                                                                                     RED DOT (THAILAND) COMPANY LIMITED   25630316
    0105559144371                                       บริษัท ฟอร์ท สมาร์ท แคปปิตอล จำกัด                                                                                                                                                                                                                    FORTH SMART CAPITAL COMPANY LIMITED   25621201
    0105559165599                                                 บริษัท ชัวร์เทเบิล จำกัด                                                                                                                                                                                                                              SURETABLE COMPANY LIMITED   25640610
    0105560027749                                                      บริษัท ไวเพย์ จำกัด                                                                                                                                                                                                                                  WIPAY COMPANY LIMITED   25640816
    0105560060533                                                บริษัท รีเซิร์ฟเพย์ จำกัด                                                                                                                                                                                                                             RESERVEPAY COMPANY LIMITED   25631201
    0105560068267                                       บริษัท โนมู เพย์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                    NOMU PAY (THAILAND) COMPANY LIMITED   25650101
    0105560089621       บริษัท เหลียนเหลียน เพย์ อิเล็คทรอนิค เพย์เม้นท์ (ประเทศไทย) จำกัด                                                                                                                                                                                             LIANLIAN PAY ELECTRONIC PAYMENT (THAILAND) COMPANY LIMITED   25630207
    0105560141177                                        บริษัท อินเซปชั่น เทคโนโลยี จำกัด                                                                                                                                                                                                                   INCEPTION TECHNOLOGY COMPANY LIMITED   25650601
    0105560142564                              บริษัท ฟินเน็ต อินโนเวชั่น เน็ตเวิร์ค จำกัด                                                                                                                                                                                                              FINNET INNOVATION NETWORK COMPANY LIMITED   25621111
    0105560186715                                         บริษัท เรนนี่ คอปเปอเรชั่น จำกัด                                                                                                                                                                                                                      RENNY CORPORATION COMPANY LIMITED   25640408
    0105561010041                                      บริษัท จีเพย์ เน็ตเวิร์ค (ที) จำกัด                                                                                                                                                                                                                       GPAY NETWORK (T) COMPANY LIMITED   25640824
    0105561020934                                                 บริษัท เนสท์ติฟลาย จำกัด                                                                                                                                                                                                                               NESTIFLY COMPANY LIMITED   25650518
    0105561052224                บริษัท เอเลเม้นท์ เพย์เม้นท์ โซลูชั่นส์ (ประเทศไทย) จำกัด                                                                                                                                                                                                   ELEMENT PAYMENT SOLUTIONS (THAILAND) COMPANY LIMITED   25640806
    0105561062076                                 บริษัท ไทยไมโคร ดิจิทัล โซลูชั่นส์ จำกัด                                                                                                                                                                                                           THAI MICRO DIGITAL SOLUTIONS COMPANY LIMITED   25620820
    0105561094504                                         บริษัท ซุปเปอร์ริช ดิจิทัล จำกัด                                                                                                                                                                                                                      SUPERRICH DIGITAL COMPANY LIMITED   25660126
    0105561134727                                            บริษัท เรีย (ประเทศไทย) จำกัด                                                                                                                                                                                                                         RIA (THAILAND) COMPANY LIMITED   25680115
    0105561185364                                           บริษัท แวลลู พลัส แอสเสท จำกัด                                                                                                                                                                                                                       VALUE PLUS ASSET COMPANY LIMITED   25650914
    0105561194495                                                 บริษัท แฟลช มันนี่ จำกัด                                                                                                                                                                                                                            FLASH MONEY COMPANY LIMITED   25640531
    0105561194509                                                   บริษัท แฟลช เพย์ จำกัด                                                                                                                                                                                                                              FLASH PAY COMPANY LIMITED   25640507
    0105562000228                                      บริษัท กสิกร โกลบอล เพย์เมนต์ จำกัด                                                                                                                                                                                                                KASIKORN GLOBAL PAYMENT COMPANY LIMITED   25620802
    0105562000341                                       บริษัท บิ๊ก เพย์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                                BIG PAY (THAILAND) LTD.   25670304
    0105562005459                                                 บริษัท แอพเพิล แคช จำกัด                                                                                                                                                                                                                             APPLE CASH COMPANY LIMITED   25630901
    0105562014199                                        บริษัท เอพีเอ็ม แมเนจเม้นท์ จำกัด                                                                                                                                                                                                                               APM MANAGEMENT CO., LTD.   25660621
    0105562025743                                                บริษัท สบายใจมันนี่ จำกัด                                                                                                                                                                                                                               SABAIJAI MONEY CO., LTD.   25630625
    0105562054239                                      บริษัท เอซียู เพย์ (ไทยแลนด์) จำกัด                                                                                                                                                                                                                     ACU PAY (THAILAND) COMPANY LIMITED   25671202
    0105562074027                               บริษัท สไตรพ์ เพย์เม้นส์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                        STRIPE PAYMENTS (THAILAND) LTD.   25650101
    0105562092165                                                 บริษัท เคทีซี นาโน จำกัด                                                                                                                                                                                                                               KTC NANO COMPANY LIMITED   25621125
    0105562104309                                       บริษัท ซี เพย์เมนท์ โซลูชั่น จำกัด                                                                                                                                                                                                                           C PAYMENT SOLUTION CO., LTD.   25650811
    0105562119691                                   บริษัท ฟิน อินชัวรันส์ โบรคเกอร์ จำกัด                                                                                                                                                                                                                                                    NaN   25680225
    0105562124041                                                บริษัท ดีเทอร์มิน่า จำกัด                                                                                                                                                                                                                                    DETERMINA CO., LTD.   25650210
    0105562125993                                                บริษัท จีนี่ ฟินเทค จำกัด                                                                                                                                                                                                                                GENIE FINTECH CO., LTD.   25640614
    0105562147865                                             บริษัท แรพพิด แคปปิตอล จำกัด                                                                                                                                                                                                                                RAPID CAPITAL CO., LTD.   25630413
    0105562151293                                        บริษัท สยาม ดิจิทัล เลนดิ้ง จำกัด                                                                                                                                                                                                                         SIAM DIGITAL LENDING CO., LTD.   25660112
    0105562166215                                                    บริษัท ดิจิเพย์ จำกัด                                                                                                                                                                                                                                DIGIPAY COMPANY LIMITED   25640320
    0105562168757                                              บริษัท ไซล็อต ดิจิทัล จำกัด                                                                                                                                                                                                                                SILOT DIGITAL CO., LTD.   25650125
    0105562181354                                                   บริษัท บีม เดต้า จำกัด                                                                                                                                                                                                                                    BEAM DATA CO., LTD.   25660227
    0105563003603                                                    บริษัท มันนิกซ์ จำกัด                                                                                                                                                                                                                                        MONIX CO., LTD.   25630511
    0105563005096                                      บริษัท ดาโอ เลนด์ (ประเทศไทย) จำกัด                                                                                                                                                                                                                         DAOL LEND (THAILAND) CO., LTD.   25650601
